Construction,2584,Exterior alterations to repair the balconies on a 3 storey residential building,2015-05-04T13:28:39,Apartment,Nepean,70000,RAMCOR CONSTRUCTION,K2G3R6,14  -7,0,"",35,1502126,Ward 8,70,DEERFIELD DR 
Construction,272,Construct a patio for a 2 storey café (Red Door Provisions),2015-05-04T14:38:42,Other,Old Ottawa,3000,CONTRACTOR UNKNOWN,K1M1L6,117  ,0,74,16,1502127,Ward 13,71,BEECHWOOD AVE 
Construction,740,Finish the basement of a 2 storey detached dwelling,2015-05-04T14:41:09,Single,Old Ottawa,27498,***CONTRACTOR***,K2B7A1,2895  ,0,4M-280,36,1502128,Ward 7,72,AHEARN AVE 
Construction,740,Finish basement in a 2 storey detached dwelling,2015-05-04T14:42:28,Single,Old Ottawa,27498,***CONTRACTOR***,K2B7A1,2897  ,0,280,36,1502129,Ward 7,73,AHEARN AVE 
Construction,411,Construct a 2nd storey addition (rear) and interior alterations to a 3 storey detached dwelling with a secondary dwelling unit,2015-05-04T14:53:22,Apartment,Old Ottawa,54883,CONTRACTOR UNKNOWN,K2P0Z4,21  ,1,M-3,57,1502130,Ward 14,74,MCLEOD ST 
Construction,0,PLUMBING ONLY - Install a protective device on the building drain,2015-05-04T15:17:26,Single,Cumberland,0,PRO FLOW SERVICES INC.,K1E1T4,328  ,0,27,95,1502131,Ward 1,75,WARDEN AVE 
Pool Enclosure,0,Install an enclosure for an inground pool (rear yard),2015-05-04T15:23:18,Single,Kanata,0,MERMAID POOLS (OGILVIE ROAD),K2W1B6,1407  ,0,4M-849,13,1502132,Ward 5,76,HOUSTON CRES 
Construction,0,PLUMBING ONLY - Install a protective device on the building drain,2015-05-04T15:32:32,Single,Nepean,0,PRO FLOW SERVICES INC.,K2G3L4,49  ,0,378656,508,1502133,Ward 9,77,SHERRY LANE 
Demolition,-538,Demolish a 1 storey retail buildling (Pit Stop),2015-05-04T15:56:35,Demolition,Nepean,20000,CANADIAN TIRE REAL ESTATE LIMITED,K2H5Z2,2135  ,0,"","",1502134,Ward 8,78,ROBERTSON RD 
Pool Enclosure,0,Install an enclosure for an inground pool (rear yard),2015-05-04T16:01:48,Single,Nepean,0,OTTAWA POOL AND PATIO LIMITED,K2G3S9,32  ,0,639784,36,1502135,Ward 9,79,BAINBRIDGE AVE 
Construction,510,Construct a 1 storey pool house (rear yard),2015-05-04T16:08:02,Detached Garage/Shed,Cumberland,18000,"LOW, VICTOR",K4C1R6,1271  ,0,4M840,10,1502136,Ward 19,80,GEORGES VANIER DR 
Construction,1076,"Tenant fit-up on the 6th floor of a 6 storey office building (CBI We Care, Suite 609)",2015-05-05T09:12:54,Office,Old Ottawa,70000,CONTRACTOR UNKNOWN,K2P1V3,267  ,0,15558,"",1502137,Ward 14,81,O'CONNOR ST 
Construction,555,Interior alterations to create an additional unit in a 3 storey semi-detached dwelling,2015-05-05T09:16:42,Semi - Detached,Old Ottawa,20000,CONTRACTOR UNKNOWN,K1N7X4,156  ,1,81868,24,1502138,Ward 12,82,RUSSELL AVE 
Construction,580,Construct a secondary dwelling in a 2 storey detached dwelling (basement),2015-05-05T09:18:53,Single,Old Ottawa,25000,CONTRACTOR UNKNOWN,K1K1C6,534  ,1,300,116 & 117,1502139,Ward 13,83,MUTUAL ST 
Construction,910,Interior alterations to create an additional unit in a 3 storey semi-detached dwelling,2015-05-05T09:19:03,Semi - Detached,Old Ottawa,20000,CONTRACTOR UNKNOWN,K1N7X4,158  ,1,81868,24,1502140,Ward 12,84,RUSSELL AVE 
Construction,0,Install a Protective Plumbing Device on the building drain,2015-05-05T09:32:06,Single,Kanata,0,MULTI-DRAIN INC,K2L1J4,115  ,0,809,338,1502141,Ward 23,85,COUNTRY LANE W
Construction,0,Install a Protective Plumbing Device on the building drain,2015-05-05T09:44:40,Single,Kanata,0,MULTI-DRAIN INC,K2M2Y4,81  ,0,4M-1248,100,1502142,Ward 23,86,POLO LANE 
Construction,476,Construct an attached carport (side yard) and a deck (rear yard) on a 1 storey detached dwelling,2015-05-05T10:15:22,Single,Old Ottawa,15000,ANPAQ HOME IMPROVEMENTS CORP.,K2B5S9,828  ,0,4M-311,63,1502143,Ward 7,87,DUNDEE AVE 
Construction,850,Finish the basement in a 2 storey detached dwelling for the purpose of a homebased massage clinic,2015-05-05T10:25:14,Single,Kanata,31586,***CONTRACTOR***,K2L2S9,9  ,0,4M324,4,1502144,Ward 23,88,HUMPHREY WAY 
Construction,150,Construct a shed (rear yard),2015-05-05T10:28:58,Detached Garage/Shed,Goulbourn,8000,CONTRACTOR UNKNOWN,K2S1V2,5  ,0,4M-1109,6,1502145,Ward 21,89,BRAD'S CRT 
Construction,1,Repair existing deck (front yard),2015-05-05T10:41:37,Single,Kanata,4000,CONTRACTOR UNKNOWN,K2T1C8,2  ,0,4M-,90 & 91,1502146,Ward 4,90,GRENGOLD WAY 
Construction,3140,Construct a 2 storey detached dwelling,2015-05-05T10:43:14,Single,Gloucester,355249,CONTRACTOR UNKNOWN,K1C1H9,7114  ,1,4R21708,PT LOT 1,1502147,Ward 2,91,NOTRE DAME ST 
Pool Enclosure,0,Install an enclosure of an inground pool (rear yard),2015-05-05T10:43:11,Single,Nepean,0,POOLARAMA SWIMMING POOLS,K2G5S6,54  ,0,4M-627,25,1502148,Ward 8,92,MARBLE ARCH CRES 
Construction,2449,Construct a single storey detached dwelling,2015-05-05T11:13:43,Single,Goulbourn,364019,L3 BUILDERS,K0A1B0,291  ,1,4M-1485,4,1502150,Ward 21,93,WESTAR FARM WAY 
Construction,1155,Tenant fit up on the 3rd floor of a 3 storey retail building (Rideau Centre - Stuart Weitzman - Unit 373A),2015-05-05T11:17:52,Retail,Old Ottawa,225000,SAJO CONSTRUCTION,K1N9J7,50  ,0,3922,1-10 67-72,1502151,Ward 12,94,RIDEAU ST 
Construction,2642,Tenant fit-up on the 1st floor of a retail building (Physiotherapy Clinic - Units 4&5),2015-05-05T11:20:19,Retail,Gloucester,84556,CONTRACTOR UNKNOWN,K1V2P3,3771  ,0,4M-,"",1502152,Ward 22,95,SPRATT RD 
Construction,140,Construct a deck (rear yard),2015-05-05T11:40:56,Detached Garage/Shed,Gloucester,6500,***CONTRACTOR***,K4M0C9,209  ,0,4M-1481,14,1502153,Ward 22,96,MARETH WAY 
Pool Enclosure,0,Install an encloure for an above ground pool (rear yard),2015-05-05T11:42:32,Single,Gloucester,0,***CONTRACTOR***,K4M0C9,209  ,0,4M1481,14,1502154,Ward 22,97,MARETH WAY 
Construction,1230,Construct a 2 storey addition (at rear) and interior alterations on the 1st and 2nd floors of 2 storey detached dwelling,2015-05-05T12:06:26,Single,Old Ottawa,120467,***CONTRACTOR***,K2B6M1,52  ,0,4M-384,362,1502155,Ward 7,98,KEMPSTER AVE 
Construction,250,Construct a deck (rear yard),2015-05-05T12:10:34,Single,Old Ottawa,3500,"MIRON-ZEISIG, KURT",K2H9P3,43  ,0,464,"",1502156,Ward 8,99,SAXTON PRIV 
Construction,400,Interior/exterior alterations to a 2 storey detached dwelling,2015-05-05T12:24:29,Single,Old Ottawa,39000,PAUL DAVIS RESTORATION SPECIALISTS,K1T3G4,2  ,0,4M-,99,1502157,Ward 10,100,BRAMBLEGROVE CRES 
